Timestamp,CPU (%),Memory (%),Network (bytes_sent),Network (bytes_recv)
1693842695.600179,10.1,79.8,1187645440,2348949504
1693842695.804884,9.1,79.8,1187645440,2348949504
1693842696.009753,27.5,79.8,1187645440,2348949504
1693842696.211216,15.5,79.7,1187645440,2348949504
1693842696.4171011,10.3,79.7,1187645440,2348949504
1693842696.622493,12.6,79.7,1187679232,2349459456
1693842696.828081,22.7,79.7,1187692544,2350943232
1693842697.029762,32.8,79.8,1187708928,2353243136
1693842697.2315788,34.7,79.8,1187725312,2355601408
1693842697.4371278,20.1,79.8,1187742720,2357514240
1693842697.642318,10.2,79.8,1187742720,2357514240
1693842697.845803,11.3,79.8,1187742720,2357514240
1693842698.046644,11.0,79.8,1187742720,2357514240
1693842698.252312,21.2,79.3,1187742720,2357514240
1693842698.457502,17.5,79.2,1187742720,2357514240
1693842698.662658,14.9,79.2,1187742720,2357514240
1693842698.866803,11.3,79.2,1187742720,2357514240
1693842699.070981,13.6,79.2,1187743744,2357514240
1693842699.275209,0.0,79.2,1187743744,2357514240
1693842699.477196,0.0,79.2,1187743744,2357514240
1693842699.682522,13.0,79.2,1187743744,2357514240
1693842699.886192,8.4,79.2,1187743744,2357514240
1693842700.087629,13.9,79.3,1187745792,2357515264
1693842700.293111,0.0,79.3,1187745792,2357515264
1693842700.498711,0.0,79.3,1187745792,2357515264
1693842700.701956,22.5,79.3,1187745792,2357515264
1693842700.907253,37.9,79.3,1187757056,2358846464
1693842701.1092322,26.8,81.0,1187773440,2361216000
1693842701.314571,0.0,81.5,1187791872,2363711488
1693842701.5167942,0.0,81.5,1187796992,2364200960
1693842701.7214358,22.2,81.5,1187796992,2364200960
1693842701.926978,22.7,81.5,1187796992,2364201984
1693842702.132231,15.6,81.6,1187796992,2364201984
1693842702.337645,0.0,81.6,1187796992,2364201984
1693842702.543651,0.0,81.6,1187796992,2364201984
1693842702.746536,7.6,81.6,1187796992,2364201984
1693842702.9490318,8.0,81.6,1187796992,2364201984
1693842703.155114,10.6,81.6,1187796992,2364201984
1693842703.357443,15.8,81.6,1187796992,2364201984
1693842703.559509,15.6,81.6,1187796992,2364201984
1693842703.762773,8.9,81.6,1187796992,2364201984
1693842703.968642,22.6,81.6,1187796992,2364201984
1693842704.170969,0.0,81.4,1187813376,2366371840
1693842704.376267,0.0,81.3,1187831808,2368859136
1693842704.579416,0.0,81.4,1187849216,2371373056
1693842704.7797508,35.2,81.4,1187861504,2372884480
1693842704.980801,10.1,81.4,1187861504,2372884480
1693842705.184005,22.1,81.5,1187861504,2372884480
1693842705.384877,0.0,81.1,1187861504,2372884480
1693842705.5885298,0.0,81.1,1187861504,2372884480
1693842705.79411,13.2,81.1,1187861504,2372884480
1693842705.9957209,12.1,81.1,1187861504,2372884480
1693842706.2017229,19.6,81.3,1187861504,2372884480
1693842706.407008,13.1,81.2,1187861504,2372884480
1693842706.612441,7.9,81.1,1187863552,2372885504
1693842706.817503,22.4,81.1,1187863552,2372885504
1693842707.019875,12.1,81.0,1187863552,2372885504
1693842707.22545,18.8,81.1,1187869696,2373591040
1693842707.4308,16.3,81.0,1187886080,2376079360
1693842707.63628,32.0,81.0,1187903488,2378613760
1693842707.837695,32.7,81.0,1187918848,2381006848
1693842708.038271,44.8,81.0,1187922944,2381446144
1693842708.241886,0.0,81.1,1187922944,2381446144
1693842708.4429288,0.0,80.0,1187922944,2381446144
1693842708.653644,0.0,80.0,1187922944,2381446144
1693842708.858542,36.9,80.0,1187922944,2381446144
1693842709.0630558,31.3,80.0,1187922944,2381446144
1693842709.266912,16.7,79.7,1187922944,2381446144
1693842709.471102,12.7,79.7,1187922944,2381446144
1693842709.672171,10.1,79.7,1187922944,2381446144
1693842709.8778088,29.0,80.2,1187922944,2381446144
1693842710.078175,15.9,80.3,1187922944,2381446144
1693842710.279406,31.2,80.3,1187922944,2381446144
1693842710.4847271,13.7,80.3,1187922944,2381446144
1693842710.6901162,0.0,80.0,1187923968,2381447168
1693842710.895387,23.2,80.0,1187923968,2381447168
1693842711.099885,20.5,80.0,1187923968,2381447168
1693842711.3009331,0.0,80.1,1187923968,2381447168
1693842711.50642,0.0,80.1,1187932160,2382473216
1693842711.711457,0.0,80.1,1187951616,2384967680
1693842711.912688,16.0,80.1,1187969024,2387446784
1693842712.118017,17.8,80.1,1187969024,2387474432
1693842712.3187158,27.7,79.5,1187969024,2387474432
1693842712.5242848,24.9,79.5,1187969024,2387474432
1693842712.7298748,28.0,79.5,1187970048,2387474432
1693842712.9347699,13.9,79.5,1187971072,2387478528
1693842713.1401029,25.0,79.5,1187985408,2387479552
1693842713.343091,5.0,79.6,1187988480,2387480576
1693842713.5493681,5.8,79.6,1187990528,2387598336
1693842713.7544131,17.1,79.6,1188006912,2389960704
1693842713.959643,20.0,79.6,1188023296,2392438784
1693842714.160046,28.1,79.6,1188039680,2394890240
1693842714.365537,19.2,79.6,1188049920,2396168192
1693842714.571487,4.9,79.6,1188049920,2396168192
1693842714.773708,5.9,79.6,1188049920,2396168192
1693842714.979069,8.9,79.6,1188049920,2396168192
1693842715.1808052,8.4,79.6,1188049920,2396168192
1693842715.384203,15.8,79.6,1188049920,2396168192
1693842715.5892868,11.4,79.4,1188050944,2396168192
1693842715.791617,25.5,79.4,1188050944,2396168192
1693842715.9969568,34.5,79.4,1188050944,2396168192
1693842716.20063,40.2,79.4,1188050944,2396168192
1693842716.403476,17.2,79.4,1188050944,2396168192
1693842716.608856,19.6,80.0,1188079616,2396169216
1693842716.8141398,14.3,80.0,1188079616,2396169216
1693842717.016047,26.3,80.1,1188079616,2396169216
1693842717.2212942,38.5,80.1,1188110336,2396184576
1693842717.424619,20.5,80.1,1188110336,2396185600
1693842717.630055,16.7,80.1,1188110336,2396185600
1693842717.833639,0.0,80.1,1188115456,2396686336
1693842718.03926,19.9,80.0,1188131840,2399182848
1693842718.244611,21.6,80.0,1188150272,2401695744
1693842718.450048,34.1,79.8,1188167680,2404189184
1693842718.654469,19.6,79.7,1188171776,2404745216
1693842718.860192,17.1,79.7,1188171776,2404745216
1693842719.065973,13.5,79.7,1188171776,2404745216
1693842719.271552,15.8,79.7,1188171776,2404745216
